Date,Close
20090102,1.2059
20090105,1.18865
20090106,1.18425
20090107,1.1943
20090108,1.17975
20090109,1.18675
20090112,1.2185
20090113,1.22435
20090114,1.24865
20090115,1.25275
20090116,1.24325
20090119,1.25365
20090120,1.267
20090121,1.2556
20090122,1.2534
20090123,1.2318
20090126,1.22265
20090127,1.2305
20090128,1.21105
20090129,1.2265
20090130,1.2287
20090202,1.2447
20090203,1.22955
20090204,1.23225
20090205,1.23245
20090206,1.2205
20090209,1.21745
20090210,1.2437
20090211,1.23835
20090212,1.2438
20090213,1.2353
20090216,1.2426
20090217,1.2653
20090218,1.26105
20090219,1.2579
20090220,1.252
20090223,1.2503
20090224,1.24225
20090225,1.2574
20090226,1.2534
20090227,1.2759
20090302,1.29335
20090303,1.29305
20090304,1.27315
20090305,1.29065
20090306,1.287
20090309,1.3014
20090310,1.2792
20090311,1.28515
20090312,1.2778
20090313,1.27185
20090316,1.2718
20090317,1.27
20090318,1.2468
20090319,1.23945
20090320,1.24075
20090323,1.22185
20090324,1.2321
20090325,1.2318
20090326,1.23065
20090327,1.24185
20090330,1.2623
20090331,1.2601
20090401,1.26
20090402,1.2376
20090403,1.22995
20090406,1.23825
20090407,1.23735
20090408,1.23645
20090409,1.22365
20090410,1.22795
20090413,1.22005
20090414,1.21525
20090415,1.20325
20090416,1.20745
20090417,1.21315
20090420,1.2391
20090421,1.2357
20090422,1.23985
20090423,1.2229
20090424,1.20985
20090427,1.2206
20090428,1.21945
20090429,1.2026
20090430,1.19275
20090501,1.18525
20090504,1.17265
20090505,1.17505
20090506,1.1659
20090507,1.17005
20090508,1.14945
20090511,1.16675
20090512,1.1627
20090513,1.17415
20090514,1.16915
20090515,1.1778
20090518,1.16345
20090519,1.156
20090520,1.1417
20090521,1.13695
20090522,1.11945
20090525,1.12405
20090526,1.11635
20090527,1.12125
20090528,1.1135
20090529,1.09135
20090601,1.09335
20090602,1.08105
20090603,1.11045
20090604,1.097
20090605,1.11915
20090608,1.11585
20090609,1.10435
20090610,1.10855
20090611,1.1024
20090612,1.11865
20090615,1.1334
20090616,1.13565
20090617,1.1316
20090618,1.1323
20090619,1.1347
20090622,1.15495
20090623,1.14965
20090624,1.15765
20090625,1.1545
20090626,1.1527
20090629,1.15635
20090630,1.16235
20090701,1.1496
20090702,1.16305
20090703,1.16075
20090706,1.15935
20090707,1.16645
20090708,1.16735
20090709,1.16225
20090710,1.16395
20090713,1.15035
20090714,1.1329
20090715,1.11255
20090716,1.11725
20090717,1.11355
20090720,1.10615
20090721,1.1038
20090722,1.0997
20090723,1.08875
20090724,1.0868
20090727,1.08115
20090728,1.08145
20090729,1.08945
20090730,1.08355
20090731,1.07755
20090803,1.0659
20090804,1.07255
20090805,1.07055
20090806,1.0777
20090807,1.0813
20090810,1.0887
20090811,1.10175
20090812,1.0893
20090813,1.08745
20090814,1.09995
20090817,1.1086
20090818,1.10105
20090819,1.0953
20090820,1.08725
20090821,1.08115
20090824,1.07635
20090825,1.08675
20090826,1.09735
20090827,1.0876
20090828,1.0918
20090831,1.0937
20090901,1.10415
20090902,1.10515
20090903,1.10195
20090904,1.08835
20090907,1.0776
20090908,1.0781
20090909,1.0785
20090910,1.0772
20090911,1.0767
20090914,1.0828
20090915,1.07235
20090916,1.06585
20090917,1.06485
20090918,1.0691
20090921,1.079
20090922,1.06915
20090923,1.07445
20090924,1.08925
20090925,1.09125
20090928,1.08455
20090929,1.08455
20090930,1.0695
20091001,1.08375
20091002,1.0798
20091005,1.06975
20091006,1.05935
20091007,1.06125
20091008,1.0518
20091009,1.04265
20091012,1.03485
20091013,1.0319
20091014,1.02365
20091015,1.0338
20091016,1.037
20091019,1.02835
20091020,1.04945
20091021,1.0429
20091022,1.0475
20091023,1.05355
20091026,1.0691
20091027,1.06475
20091028,1.08105
20091029,1.06655
20091030,1.0846
20091102,1.07685
20091103,1.0662
20091104,1.06275
20091105,1.06515
20091106,1.0754
20091109,1.05545
20091110,1.0495
20091111,1.04505
20091112,1.05575
20091113,1.05165
20091116,1.0475
20091117,1.05095
20091118,1.05475
20091119,1.06365
20091120,1.07045
20091123,1.0556
20091124,1.0581
20091125,1.0453
20091126,1.05895
20091127,1.06215
20091130,1.05625
20091201,1.04625
20091202,1.05105
20091203,1.0572
20091204,1.05805
20091207,1.0513
20091208,1.06385
20091209,1.05455
20091210,1.0516
20091211,1.06005
20091214,1.05895
20091215,1.06115
20091216,1.0613
20091217,1.07105
20091218,1.06635
20091221,1.0622
20091222,1.05755
20091223,1.0486
20091224,1.0501
20091228,1.04285
20091229,1.0435
20091230,1.0553
20091231,1.05295
20100104,1.04175
20100105,1.0389
20100106,1.03235
20100107,1.03455
20100108,1.03
20100111,1.0335
20100112,1.03895
20100113,1.0308
20100114,1.02345
20100115,1.02905
20100118,1.02615
20100119,1.03135
20100120,1.0465
20100121,1.0523
20100122,1.0578
20100125,1.05765
20100126,1.06275
20100127,1.0643
20100128,1.0664
20100129,1.07045
20100201,1.06065
20100202,1.0571
20100203,1.06255
20100204,1.07425
20100205,1.07125
20100208,1.0755
20100209,1.0656
20100210,1.0622
20100211,1.04995
20100212,1.0506
20100215,1.0493
20100216,1.0432
20100217,1.04625
20100218,1.0471
20100219,1.03935
20100222,1.043
20100223,1.0565
20100224,1.0537
20100225,1.0608
20100226,1.05185
20100301,1.0414
20100302,1.0355
20100303,1.0319
20100304,1.03175
20100305,1.02925
20100308,1.0272
20100309,1.02615
20100310,1.02455
20100311,1.0241
20100312,1.0193
20100315,1.01925
20100316,1.01405
20100317,1.0103
20100318,1.01395
20100319,1.01735
20100322,1.019
20100323,1.0159
20100324,1.02675
20100325,1.02405
20100326,1.0266
20100329,1.0211
20100330,1.02005
20100331,1.0153
20100401,1.0086
20100402,1.0111
20100405,1.0022
20100406,1.0015
20100407,1.00615
20100408,1.0022
20100409,1.00275
20100412,1.0025
20100413,1.0011
20100414,0.9986
20100415,1.0021
20100416,1.0129
20100419,1.01445
20100420,0.99865
20100421,0.9998
20100422,1.00035
20100423,0.99915
20100426,1.00105
20100427,1.0176
20100428,1.0097
20100429,1.0052
20100430,1.01785
20100503,1.0107
20100504,1.02485
20100505,1.0307
20100506,1.05265
20100507,1.04275
20100510,1.02325
20100511,1.02205
20100512,1.01925
20100513,1.0201
20100514,1.03535
20100517,1.03255
20100518,1.03935
20100519,1.0438
20100520,1.07025
20100521,1.0596
20100524,1.06255
20100525,1.0676
20100526,1.0709
20100527,1.0482
20100528,1.054625
20100531,1.044575
20100601,1.0552
20100602,1.038325
20100603,1.040275
20100604,1.062675
20100607,1.061675
20100608,1.047475
20100609,1.04455
20100610,1.029725
20100611,1.03225
20100614,1.0339
20100615,1.0254
20100616,1.0243
20100617,1.0283
20100618,1.021775
20100621,1.02425
20100622,1.02955
20100623,1.03975
20100624,1.043
20100625,1.0355
20100628,1.03575
20100629,1.05595
20100630,1.063875
20100701,1.059625
20100702,1.062375
20100705,1.063475
20100706,1.054425
