Date,Close
20090102,0.711325
20090105,0.71745
20090106,0.7233
20090107,0.712675
20090108,0.71225
20090109,0.70325
20090112,0.6817
20090113,0.664625
20090114,0.661225
20090115,0.66285
20090116,0.6737
20090119,0.66695
20090120,0.6508
20090121,0.66175
20090122,0.65535
20090123,0.653325
20090126,0.65965
20090127,0.66115
20090128,0.666075
20090129,0.6522
20090130,0.635575
20090202,0.631525
20090203,0.65105
20090204,0.6435
20090205,0.65245
20090206,0.67565
20090209,0.67855
20090210,0.65485
20090211,0.656375
20090212,0.6524
20090213,0.65675
20090216,0.6504
20090217,0.634875
20090218,0.637075
20090219,0.64365
20090220,0.645625
20090223,0.6417
20090224,0.6511
20090225,0.64695
20090226,0.647525
20090227,0.6392
20090302,0.63
20090303,0.6378
20090304,0.6496
20090305,0.638225
20090306,0.6404
20090309,0.63175
20090310,0.645925
20090311,0.652225
20090312,0.654675
20090313,0.658
20090316,0.6591
20090317,0.66185
20090318,0.67645
20090319,0.68515
20090320,0.68685
20090323,0.705225
20090324,0.6955
20090325,0.69775
20090326,0.70155
20090327,0.69415
20090330,0.6814
20090331,0.69125
20090401,0.6992
20090402,0.7152
20090403,0.715025
20090406,0.713875
20090407,0.71095
20090408,0.710175
20090409,0.71925
20090410,0.718625
20090413,0.73185
20090414,0.7238
20090415,0.72885
20090416,0.720625
20090417,0.72295
20090420,0.69665
20090421,0.711475
20090422,0.7054
20090423,0.714775
20090424,0.723225
20090427,0.71005
20090428,0.70615
20090429,0.726675
20090430,0.72565
20090501,0.7304
20090504,0.74
20090505,0.74255
20090506,0.7483
20090507,0.754
20090508,0.76865
20090511,0.7587
20090512,0.7651
20090513,0.753225
20090514,0.7602
20090515,0.7491
20090518,0.76575
20090519,0.7747
20090520,0.775275
20090521,0.77835
20090522,0.7827
20090525,0.78215
20090526,0.7862
20090527,0.77575
20090528,0.784075
20090529,0.801125
20090601,0.81015
20090602,0.82095
20090603,0.800725
20090604,0.80185
20090605,0.79325
20090608,0.7892
20090609,0.80145
20090610,0.80325
20090611,0.8194
20090612,0.8124
20090615,0.7951
20090616,0.7934
20090617,0.79445
20090618,0.798475
20090619,0.8062
20090622,0.78575
20090623,0.7939
20090624,0.796675
20090625,0.8025
20090626,0.80735
20090629,0.8083
20090630,0.8064
20090701,0.808425
20090702,0.79375
20090703,0.7969
20090706,0.7977
20090707,0.789225
20090708,0.7786
20090709,0.78285
20090710,0.77875
20090713,0.7832
20090714,0.7929
20090715,0.80305
20090716,0.80625
20090717,0.802525
20090720,0.81655
20090721,0.818225
20090722,0.815725
20090723,0.81205
20090724,0.8172
20090727,0.8227
20090728,0.82685
20090729,0.817425
20090730,0.8257
20090731,0.83585
20090803,0.842025
20090804,0.8444
20090805,0.840575
20090806,0.83955
20090807,0.8372
20090810,0.83735
20090811,0.82905
20090812,0.83365
20090813,0.842725
20090814,0.832675
20090817,0.820525
20090818,0.82685
20090819,0.828725
20090820,0.83135
20090821,0.834775
20090824,0.838875
20090825,0.83565
20090826,0.828275
20090827,0.83915
20090828,0.841
20090831,0.8439
20090901,0.82605
20090902,0.8337
20090903,0.84025
20090904,0.85065
20090907,0.8557
20090908,0.86155
20090909,0.8624
20090910,0.864
20090911,0.86335
20090914,0.862175
20090915,0.8634
20090916,0.8735
20090917,0.87275
20090918,0.8675
20090921,0.863
20090922,0.87345
20090923,0.86975
20090924,0.865
20090925,0.867675
20090928,0.8725
20090929,0.87025
20090930,0.88275
20091001,0.869675
20091002,0.86525
20091005,0.87785
20091006,0.89035
20091007,0.8912
20091008,0.906325
20091009,0.90395
20091012,0.9072
20091013,0.90895
20091014,0.91495
20091015,0.920525
20091016,0.91655
20091019,0.92915
20091020,0.92385
20091021,0.9291
20091022,0.92685
20091023,0.922425
20091026,0.916175
20091027,0.9166
20091028,0.897125
20091029,0.915
20091030,0.900225
20091102,0.903975
20091103,0.902575
20091104,0.90985
20091105,0.910225
20091106,0.91915
20091109,0.929675
20091110,0.93045
20091111,0.92985
20091112,0.923575
20091113,0.93295
20091116,0.9369
20091117,0.930525
20091118,0.929375
20091119,0.918575
20091120,0.91465
20091123,0.92385
20091124,0.919225
20091125,0.93205
20091126,0.913775
20091127,0.906425
20091130,0.915975
20091201,0.92505
20091202,0.9248
20091203,0.9239
20091204,0.91465
20091207,0.912675
20091208,0.90385
20091209,0.908675
20091210,0.916575
20091211,0.9126
20091214,0.9167
20091215,0.9062
20091216,0.900775
20091217,0.8867
20091218,0.891325
20091221,0.881425
20091222,0.875875
20091223,0.87995
20091224,0.883
20091228,0.886925
20091229,0.894925
20091230,0.89435
20091231,0.89745
20100104,0.912675
20100105,0.9119
20100106,0.919775
20100107,0.9174
20100108,0.92475
20100111,0.929625
20100112,0.92
20100113,0.92415
20100114,0.9318
20100115,0.9228
20100118,0.92625
20100119,0.92315
20100120,0.9101
20100121,0.899825
20100122,0.900625
20100125,0.904125
20100126,0.898575
20100127,0.89535
20100128,0.8946
20100129,0.883775
20100201,0.891375
20100202,0.8864
20100203,0.88295
20100204,0.864525
20100205,0.8683
20100208,0.8647
20100209,0.8787
20100210,0.87545
20100211,0.8904
20100212,0.887775
20100215,0.888425
20100216,0.902125
20100217,0.899425
20100218,0.894025
20100219,0.8989
20100222,0.9004
20100223,0.89135
20100224,0.8936
20100225,0.888325
20100226,0.89525
20100301,0.900925
20100302,0.903575
20100303,0.9059
20100304,0.9001
20100305,0.907725
20100308,0.90925
20100309,0.914025
20100310,0.915475
20100311,0.915375
20100312,0.915275
20100315,0.9147
20100316,0.91855
20100317,0.92365
20100318,0.9207
20100319,0.915375
20100322,0.918325
20100323,0.918775
20100324,0.90735
20100325,0.90735
20100326,0.90415
20100329,0.917675
20100330,0.919575
20100331,0.917225
20100401,0.92105
20100402,0.919325
20100405,0.9214
20100406,0.928325
20100407,0.926775
20100408,0.9288
20100409,0.933175
20100412,0.927475
20100413,0.929175
20100414,0.9351
20100415,0.934475
20100416,0.924225
20100419,0.92385
20100420,0.931775
20100421,0.9268
20100422,0.92745
20100423,0.92775
20100426,0.926925
20100427,0.915475
20100428,0.925175
20100429,0.92775
20100430,0.9243
20100503,0.926125
20100504,0.90885
20100505,0.90605
20100506,0.8851
20100507,0.8876
20100510,0.9028
20100511,0.895125
20100512,0.893575
20100513,0.896
20100514,0.88585
20100517,0.87745
20100518,0.864475
20100519,0.8472
20100520,0.8172
20100521,0.8326
20100524,0.826525
20100525,0.8277
20100526,0.821525
20100527,0.851375
20100528,0.8474
20100531,0.84585
20100601,0.83115
20100602,0.842025
20100603,0.8448
20100604,0.823275
20100607,0.810475
20100608,0.8278
20100609,0.8278
20100610,0.850175
20100611,0.8504
20100614,0.858675
20100615,0.86555
20100616,0.86395
20100617,0.8686
20100618,0.87215
20100621,0.876475
20100622,0.871625
20100623,0.873975
20100624,0.866725
20100625,0.87395
20100628,0.872175
20100629,0.848725
20100630,0.840725
20100701,0.8433
20100702,0.841675
20100705,0.8393
20100706,0.852625
20100707,0.864325
20100708,0.877375
20100709,0.877575
20100712,0.875925
20100713,0.883225
20100714,0.885
20100715,0.884425
20100716,0.868975
20100719,0.8684
20100720,0.8839
20100721,0.8781
20100722,0.893325
20100723,0.89565
20100726,0.902575
20100727,0.902475
20100728,0.893225
20100729,0.900425
20100730,0.90445
20100802,0.9137
20100803,0.912725
20100804,0.9166
20100805,0.915775
20100806,0.918375
20100809,0.916525
20100810,0.913475
20100811,0.897025
20100812,0.89635
20100813,0.893
20100816,0.898175
20100817,0.9052
20100818,0.8983
20100819,0.89265
20100820,0.893975
20100823,0.891325
20100824,0.8817
20100825,0.884
20100826,0.8863
20100827,0.899175
20100830,0.89175
20100831,0.890675
20100901,0.91165
20100902,0.911
20100903,0.9166
20100906,0.917575
20100907,0.91065
20100908,0.91815
20100909,0.923025
20100910,0.9264
20100913,0.935975
20100914,0.9397
20100915,0.938175
20100916,0.936875
20100917,0.9362
20100920,0.947225
20100921,0.95515
20100922,0.956825
20100923,0.948975
20100924,0.959025
20100927,0.960925
20100928,0.967675
20100929,0.969725
20100930,0.967075
20101001,0.972775
20101004,0.968275
20101005,0.971825
20101006,0.97745
20101007,0.98255
20101008,0.984975
20101011,0.983875
20101012,0.98625
20101013,0.990475
20101014,0.994175
20101015,0.990725
20101018,0.988875
20101019,0.9686
20101020,0.987025
20101021,0.977225
20101022,0.9827
20101025,0.990525
20101026,0.985425
20101027,0.972
20101028,0.979
20101029,0.98355
20101101,0.9871
20101102,0.999525
20101103,1.006225
20101104,1.014875
20101105,1.01585
20101108,1.013575
20101109,1.003575
20101110,1.005325
20101111,0.9978
20101112,0.9847
20101115,0.985225
20101116,0.97665
20101117,0.979725
20101118,0.989925
20101119,0.9866
20101122,0.988675
20101123,0.97235
20101124,0.9817
20101125,0.980825
20101126,0.9645
20101129,0.9631
20101130,0.958775
20101201,0.96835
20101202,0.9771
20101203,0.993075
20101206,0.989875
20101207,0.982875
20101208,0.9796
20101209,0.98375
20101210,0.985525
20101213,0.996225
20101214,0.999025
20101215,0.986925
20101216,0.99015
20101217,0.98815
20101220,0.993525
20101221,0.997775
20101222,0.999025
20101223,1.004275
20101224,1.0048
20101227,1.0046
20101228,1.010025
20101229,1.017875
20101230,1.01735
20101231,1.023325
20110103,1.016825
20110104,1.0051
20110105,0.999575
20110106,0.994375
20110107,0.995925
20110110,0.995575
20110111,0.987125
20110112,0.996575
20110113,0.997575
20110114,0.988775
20110117,0.99375
20110118,0.999425
20110119,1.000825
20110120,0.98705
20110121,0.9898
20110124,0.9974
20110125,0.9966
20110126,0.999325
20110127,0.991925
20110128,0.994
20110131,0.997375
20110201,1.011125
20110202,1.010125
20110203,1.01535
20110204,1.01395
20110207,1.01355
20110208,1.014625
20110209,1.01245
20110210,1.004375
20110211,1.002225
20110214,1.0029
20110215,0.99645
20110216,1.0032
20110217,1.011875
20110218,1.0146
20110221,1.009375
20110222,0.9988
20110223,1.0022
20110224,1.0088
20110225,1.017675
20110228,1.0186
20110301,1.01335
20110302,1.0168
20110303,1.014525
20110304,1.013775
20110307,1.01185
20110308,1.009875
20110309,1.0108
20110310,1.000725
20110311,1.013875
20110314,1.009775
20110315,0.990925
20110316,0.983875
20110317,0.980275
20110318,0.995875
20110321,1.006325
20110322,1.010325
20110323,1.013225
20110324,1.021175
20110325,1.026
20110328,1.0244
20110329,1.02915
20110330,1.032875
20110331,1.032875
20110401,1.038625
20110404,1.036325
20110405,1.03295
20110406,1.044075
20110407,1.04695
20110408,1.0564
20110411,1.049575
20110412,1.043725
20110413,1.050675
20110414,1.054325
20110415,1.0568
20110418,1.05085
20110419,1.052575
20110420,1.0714
20110421,1.07465
20110422,1.073625
20110425,1.0721
20110426,1.078525
20110427,1.087325
20110428,1.09285
20110429,1.097075
20110502,1.09445
20110503,1.0846
20110504,1.0747
20110505,1.05795
20110506,1.0701
20110509,1.080675
20110510,1.083725
20110511,1.07005
20110512,1.06775
20110513,1.05735
20110516,1.05545
20110517,1.062725
20110518,1.0628
20110519,1.066825
20110520,1.065875
20110523,1.05045
20110524,1.055875
20110525,1.05315
20110526,1.06445
20110527,1.070875
20110530,1.069075
20110531,1.067175
20110601,1.061425
20110602,1.066975
20110603,1.071575
20110606,1.071275
20110607,1.072125
20110608,1.06235
20110609,1.06265
20110610,1.053675
20110613,1.060225
20110614,1.068575
20110615,1.0577
20110616,1.05585
20110617,1.062225
20110620,1.058175
20110621,1.06055
20110622,1.05755
20110623,1.052425
20110624,1.049
20110627,1.04435
20110628,1.054075
20110629,1.068275
20110630,1.072075
20110701,1.077
20110704,1.0735
20110705,1.069325
20110706,1.070025
20110707,1.0776
20110708,1.0755
20110711,1.065625
20110712,1.059775
20110713,1.075875
20110714,1.072375
20110715,1.06485
20110718,1.060675
20110719,1.0733
20110720,1.0749
20110721,1.084075
20110722,1.08525
20110725,1.084525
20110726,1.0956
20110727,1.10235
20110728,1.100275
20110729,1.099675
20110801,1.097075
20110802,1.078
20110803,1.075525
20110804,1.046475
20110805,1.044225
20110808,1.01875
20110809,1.03555
20110810,1.017825
20110811,1.0352
20110812,1.03545
20110815,1.050675
20110816,1.04855
20110817,1.05495
20110818,1.03905
20110819,1.040675
20110822,1.040925
20110823,1.052625
20110824,1.0474
20110825,1.043125
20110826,1.0573
20110829,1.06575
20110830,1.068325
20110831,1.07065
20110901,1.07215
20110902,1.0646
20110905,1.05515
20110906,1.048425
20110907,1.066125
20110908,1.057575
20110909,1.04705
20110912,1.0347
20110913,1.03115
20110914,1.0284
20110915,1.0328
20110916,1.0361
20110919,1.0222
20110920,1.027575
20110921,1.0043
20110922,0.974225
20110923,0.977975
20110926,0.98325
20110927,0.9914
20110928,0.978125
20110929,0.97815
20110930,0.96615
20111003,0.9528
20111004,0.957275
20111005,0.9659
20111006,0.974625
20111007,0.977
20111010,0.99895
20111011,0.995225
20111012,1.015825
20111013,1.01915
20111014,1.03415
20111017,1.015825
20111018,1.026425
20111019,1.022475
20111020,1.02315
20111021,1.037625
20111024,1.04735
20111025,1.042825
20111026,1.039925
20111027,1.07305
20111028,1.07015
20111031,1.05305
20111101,1.03295
20111102,1.03475
20111103,1.041675
20111104,1.03755
20111107,1.038025
20111108,1.039275
20111109,1.014475
20111110,1.01565
20111111,1.02775
20111114,1.020575
20111115,1.01775
20111116,1.00835
20111117,0.999975
20111118,1.000825
20111121,0.984075
20111122,0.983375
20111123,0.96885
20111124,0.973525
20111125,0.971275
20111128,0.9905
20111129,1.00005
20111130,1.0283
20111201,1.0243
20111202,1.021475
20111205,1.02705
20111206,1.02455
20111207,1.029375
20111208,1.01655
20111209,1.0219
20111212,1.007325
20111213,1.001725
20111214,0.991025
20111215,0.99215
20111216,0.99825
20111219,0.989575
20111220,1.008075
20111221,1.010325
20111222,1.013
20111226,1.0169
